team,team_against,week,matchup_type,points_for,points_against,league_id
Let Tom Down,No Luck is Good Luck,13,REGULAR_SEASON,125.74,81.58,84229
DJ Mix 'n Kittle,DJ's BJ's in PJ's,13,REGULAR_SEASON,115.48,106.14,84229
DJ's BJ's in PJ's,DJ Mix 'n Kittle,13,REGULAR_SEASON,106.14,115.48,84229
MarlonMacsMartianSac,'my only hope'-cohen,13,REGULAR_SEASON,100.2,108.82,84229
'my only hope'-cohen,MarlonMacsMartianSac,13,REGULAR_SEASON,108.82,100.2,84229
Kittles 'N Bits,Melvini Vidi Victus,13,REGULAR_SEASON,115.92,107.98,84229
Melvini Vidi Victus,Kittles 'N Bits,13,REGULAR_SEASON,107.98,115.92,84229
No Moore Pissed Goff,Last Manning Standin,13,REGULAR_SEASON,87.82,146.12,84229
Last Manning Standin,No Moore Pissed Goff,13,REGULAR_SEASON,146.12,87.82,84229
No Luck is Good Luck,Last Manning Standin,14,PLAYOFF,145.32,159.36,84229
Last Manning Standin,No Luck is Good Luck,14,PLAYOFF,159.36,145.32,84229
Let Tom Down,Melvini Vidi Victus,14,PLAYOFF,129.42,110.62,84229
Melvini Vidi Victus,Let Tom Down,14,PLAYOFF,110.62,129.42,84229
Game of Zones,'my only hope'-cohen,14,PLAYOFF,98.64,101.46,84229
'my only hope'-cohen,Game of Zones,14,PLAYOFF,101.46,98.64,84229
No Moore Pissed Goff,DJ's BJ's in PJ's,14,PLAYOFF,144.78,80.64,84229
DJ's BJ's in PJ's,No Moore Pissed Goff,14,PLAYOFF,80.64,144.78,84229
Muffin Lamars,Last Manning Standin,15,PLAYOFF,146.06,95.78,84229
Last Manning Standin,Muffin Lamars,15,PLAYOFF,95.78,146.06,84229
No Luck is Good Luck,Melvini Vidi Victus,15,PLAYOFF,115.38,122.84,84229
Melvini Vidi Victus,No Luck is Good Luck,15,PLAYOFF,122.84,115.38,84229
DJ Mix 'n Kittle,Let Tom Down,15,PLAYOFF,127.06,134.92,84229
Let Tom Down,DJ Mix 'n Kittle,15,PLAYOFF,134.92,127.06,84229
MarlonMacsMartianSac,No Moore Pissed Goff,15,PLAYOFF,131.84,108.46,84229
No Moore Pissed Goff,MarlonMacsMartianSac,15,PLAYOFF,108.46,131.84,84229
Kittles 'N Bits,'my only hope'-cohen,15,PLAYOFF,83.02,80.5,84229
'my only hope'-cohen,Kittles 'N Bits,15,PLAYOFF,80.5,83.02,84229
Game of Zones,DJ's BJ's in PJ's,15,PLAYOFF,115.38,90.56,84229
DJ's BJ's in PJ's,Game of Zones,15,PLAYOFF,90.56,115.38,84229
Muffin Lamars,Let Tom Down,16,CHAMPIONSHIP,125.4,106.56,84229
Let Tom Down,Muffin Lamars,16,CHAMPIONSHIP,106.56,125.4,84229
DJ Mix 'n Kittle,Last Manning Standin,16,PLAYOFF,86.48,100.84,84229
Last Manning Standin,DJ Mix 'n Kittle,16,PLAYOFF,100.84,86.48,84229
MarlonMacsMartianSac,Kittles 'N Bits,16,PLAYOFF,126.6,58.8,84229
Kittles 'N Bits,MarlonMacsMartianSac,16,PLAYOFF,58.8,126.6,84229
No Moore Pissed Goff,'my only hope'-cohen,16,PLAYOFF,106.08,69.3,84229
'my only hope'-cohen,No Moore Pissed Goff,16,PLAYOFF,69.3,106.08,84229
